file_path,file_name,problem,language,is_plagiarism,cheat_type,original_source
dataset/112A/112A-Python/360644893.py,360644893.py,112A,python,0,none,360644893.py
dataset/112A/112A-Python/360644893_cheat_combo.py,360644893_cheat_combo.py,112A,python,1,combo,360644893.py
dataset/158A/158A-C/360484479.c,360484479.c,158A,c,0,none,360484479.c
dataset/158A/158A-C/360484479_cheat_comment.c,360484479_cheat_comment.c,158A,c,1,comment,360484479.c
dataset/158A/158A-C/360646280.c,360646280.c,158A,c,0,none,360646280.c
dataset/158A/158A-C/360646280_cheat_rename.c,360646280_cheat_rename.c,158A,c,1,rename,360646280.c
dataset/158A/158A-C/360654905.c,360654905.c,158A,c,0,none,360654905.c
dataset/158A/158A-C/360654905_cheat_format.c,360654905_cheat_format.c,158A,c,1,format,360654905.c
dataset/158A/158A-C/360661198.c,360661198.c,158A,c,0,none,360661198.c
dataset/158A/158A-C/360661198_cheat_header.c,360661198_cheat_header.c,158A,c,1,header,360661198.c
dataset/158A/158A-C/360668600.c,360668600.c,158A,c,0,none,360668600.c
dataset/158A/158A-C/360668600_cheat_combo.c,360668600_cheat_combo.c,158A,c,1,combo,360668600.c
dataset/158A/158A-C++/360533482.cpp,360533482.cpp,158A,cpp,0,none,360533482.cpp
dataset/158A/158A-C++/360533482_cheat_comment.cpp,360533482_cheat_comment.cpp,158A,cpp,1,comment,360533482.cpp
dataset/158A/158A-C++/360572881.cpp,360572881.cpp,158A,cpp,0,none,360572881.cpp
dataset/158A/158A-C++/360572881_cheat_rename.cpp,360572881_cheat_rename.cpp,158A,cpp,1,rename,360572881.cpp
dataset/158A/158A-C++/360579228.cpp,360579228.cpp,158A,cpp,0,none,360579228.cpp
dataset/158A/158A-C++/360579228_cheat_format.cpp,360579228_cheat_format.cpp,158A,cpp,1,format,360579228.cpp
dataset/158A/158A-C++/360580876.cpp,360580876.cpp,158A,cpp,0,none,360580876.cpp
dataset/158A/158A-C++/360580876_cheat_header.cpp,360580876_cheat_header.cpp,158A,cpp,1,header,360580876.cpp
dataset/158A/158A-C++/360590862.cpp,360590862.cpp,158A,cpp,0,none,360590862.cpp
dataset/158A/158A-C++/360590862_cheat_combo.cpp,360590862_cheat_combo.cpp,158A,cpp,1,combo,360590862.cpp
dataset/158A/158A-Python/360484149.py,360484149.py,158A,python,0,none,360484149.py
dataset/158A/158A-Python/360484149_cheat_comment.py,360484149_cheat_comment.py,158A,python,1,comment,360484149.py
dataset/158A/158A-Python/360484962.py,360484962.py,158A,python,0,none,360484962.py
dataset/158A/158A-Python/360484962_cheat_rename.py,360484962_cheat_rename.py,158A,python,1,rename,360484962.py
dataset/158A/158A-Python/360586361.py,360586361.py,158A,python,0,none,360586361.py
dataset/158A/158A-Python/360586361_cheat_format.py,360586361_cheat_format.py,158A,python,1,format,360586361.py
dataset/158A/158A-Python/360641765.py,360641765.py,158A,python,0,none,360641765.py
dataset/158A/158A-Python/360641765_cheat_header.py,360641765_cheat_header.py,158A,python,1,header,360641765.py
dataset/158A/158A-Python/360646349.py,360646349.py,158A,python,0,none,360646349.py
dataset/158A/158A-Python/360646349_cheat_combo.py,360646349_cheat_combo.py,158A,python,1,combo,360646349.py
dataset/1A/1A-C/360446481.c,360446481.c,1A,c,0,none,360446481.c
dataset/1A/1A-C/360446481_cheat_comment.c,360446481_cheat_comment.c,1A,c,1,comment,360446481.c
dataset/1A/1A-C/360480713.c,360480713.c,1A,c,0,none,360480713.c
dataset/1A/1A-C/360480713_cheat_rename.c,360480713_cheat_rename.c,1A,c,1,rename,360480713.c
dataset/1A/1A-C/360616262.c,360616262.c,1A,c,0,none,360616262.c
dataset/1A/1A-C/360616262_cheat_format.c,360616262_cheat_format.c,1A,c,1,format,360616262.c
dataset/1A/1A-C/360633094.c,360633094.c,1A,c,0,none,360633094.c
dataset/1A/1A-C/360633094_cheat_header.c,360633094_cheat_header.c,1A,c,1,header,360633094.c
dataset/1A/1A-C/360678003.c,360678003.c,1A,c,0,none,360678003.c
dataset/1A/1A-C/360678003_cheat_combo.c,360678003_cheat_combo.c,1A,c,1,combo,360678003.c
dataset/1A/1A-C++/360560545.cpp,360560545.cpp,1A,cpp,0,none,360560545.cpp
dataset/1A/1A-C++/360560545_cheat_comment.cpp,360560545_cheat_comment.cpp,1A,cpp,1,comment,360560545.cpp
dataset/1A/1A-C++/360567454.cpp,360567454.cpp,1A,cpp,0,none,360567454.cpp
dataset/1A/1A-C++/360567454_cheat_rename.cpp,360567454_cheat_rename.cpp,1A,cpp,1,rename,360567454.cpp
dataset/1A/1A-C++/360580615.cpp,360580615.cpp,1A,cpp,0,none,360580615.cpp
dataset/1A/1A-C++/360580615_cheat_format.cpp,360580615_cheat_format.cpp,1A,cpp,1,format,360580615.cpp
dataset/1A/1A-C++/360583201.cpp,360583201.cpp,1A,cpp,0,none,360583201.cpp
dataset/1A/1A-C++/360583201_cheat_header.cpp,360583201_cheat_header.cpp,1A,cpp,1,header,360583201.cpp
dataset/1A/1A-C++/360585204.cpp,360585204.cpp,1A,cpp,0,none,360585204.cpp
dataset/1A/1A-C++/360585204_cheat_combo.cpp,360585204_cheat_combo.cpp,1A,cpp,1,combo,360585204.cpp
dataset/1A/1A-Python/360480126.py,360480126.py,1A,python,0,none,360480126.py
dataset/1A/1A-Python/360480126_cheat_comment.py,360480126_cheat_comment.py,1A,python,1,comment,360480126.py
dataset/1A/1A-Python/360486634.py,360486634.py,1A,python,0,none,360486634.py
dataset/1A/1A-Python/360486634_cheat_rename.py,360486634_cheat_rename.py,1A,python,1,rename,360486634.py
dataset/1A/1A-Python/360486782.py,360486782.py,1A,python,0,none,360486782.py
dataset/1A/1A-Python/360486782_cheat_format.py,360486782_cheat_format.py,1A,python,1,format,360486782.py
dataset/1A/1A-Python/360487442.py,360487442.py,1A,python,0,none,360487442.py
dataset/1A/1A-Python/360487442_cheat_header.py,360487442_cheat_header.py,1A,python,1,header,360487442.py
dataset/1A/1A-Python/360645541.py,360645541.py,1A,python,0,none,360645541.py
dataset/1A/1A-Python/360645541_cheat_combo.py,360645541_cheat_combo.py,1A,python,1,combo,360645541.py
dataset/231A/231A-C/360494471.c,360494471.c,231A,c,0,none,360494471.c
dataset/231A/231A-C/360494471_cheat_comment.c,360494471_cheat_comment.c,231A,c,1,comment,360494471.c
dataset/231A/231A-C/360509290.c,360509290.c,231A,c,0,none,360509290.c
dataset/231A/231A-C/360509290_cheat_rename.c,360509290_cheat_rename.c,231A,c,1,rename,360509290.c
dataset/231A/231A-C/360516137.c,360516137.c,231A,c,0,none,360516137.c
dataset/231A/231A-C/360516137_cheat_format.c,360516137_cheat_format.c,231A,c,1,format,360516137.c
dataset/231A/231A-C/360580534.c,360580534.c,231A,c,0,none,360580534.c
dataset/231A/231A-C/360580534_cheat_header.c,360580534_cheat_header.c,231A,c,1,header,360580534.c
dataset/231A/231A-C/360628672.c,360628672.c,231A,c,0,none,360628672.c
dataset/231A/231A-C/360628672_cheat_combo.c,360628672_cheat_combo.c,231A,c,1,combo,360628672.c
dataset/231A/231A-C++/360592425.cpp,360592425.cpp,231A,cpp,0,none,360592425.cpp
dataset/231A/231A-C++/360592425_cheat_comment.cpp,360592425_cheat_comment.cpp,231A,cpp,1,comment,360592425.cpp
dataset/231A/231A-C++/360592601.cpp,360592601.cpp,231A,cpp,0,none,360592601.cpp
dataset/231A/231A-C++/360592601_cheat_rename.cpp,360592601_cheat_rename.cpp,231A,cpp,1,rename,360592601.cpp
dataset/231A/231A-C++/360593884.cpp,360593884.cpp,231A,cpp,0,none,360593884.cpp
dataset/231A/231A-C++/360593884_cheat_format.cpp,360593884_cheat_format.cpp,231A,cpp,1,format,360593884.cpp
dataset/231A/231A-C++/360594109.cpp,360594109.cpp,231A,cpp,0,none,360594109.cpp
dataset/231A/231A-C++/360594109_cheat_header.cpp,360594109_cheat_header.cpp,231A,cpp,1,header,360594109.cpp
dataset/231A/231A-C++/360596410.cpp,360596410.cpp,231A,cpp,0,none,360596410.cpp
dataset/231A/231A-C++/360596410_cheat_combo.cpp,360596410_cheat_combo.cpp,231A,cpp,1,combo,360596410.cpp
dataset/231A/231A-Python/360526945.py,360526945.py,231A,python,0,none,360526945.py
dataset/231A/231A-Python/360526945_cheat_comment.py,360526945_cheat_comment.py,231A,python,1,comment,360526945.py
dataset/231A/231A-Python/360535070.py,360535070.py,231A,python,0,none,360535070.py
dataset/231A/231A-Python/360535070_cheat_rename.py,360535070_cheat_rename.py,231A,python,1,rename,360535070.py
dataset/231A/231A-Python/360539195.py,360539195.py,231A,python,0,none,360539195.py
dataset/231A/231A-Python/360539195_cheat_format.py,360539195_cheat_format.py,231A,python,1,format,360539195.py
dataset/231A/231A-Python/360546795.py,360546795.py,231A,python,0,none,360546795.py
dataset/231A/231A-Python/360546795_cheat_header.py,360546795_cheat_header.py,231A,python,1,header,360546795.py
dataset/231A/231A-Python/360571063.py,360571063.py,231A,python,0,none,360571063.py
dataset/231A/231A-Python/360571063_cheat_combo.py,360571063_cheat_combo.py,231A,python,1,combo,360571063.py
dataset/263A/263A-C/360661776.c,360661776.c,263A,c,0,none,360661776.c
dataset/263A/263A-C/360661776_cheat_comment.c,360661776_cheat_comment.c,263A,c,1,comment,360661776.c
dataset/263A/263A-C/360667649.c,360667649.c,263A,c,0,none,360667649.c
dataset/263A/263A-C/360667649_cheat_rename.c,360667649_cheat_rename.c,263A,c,1,rename,360667649.c
dataset/263A/263A-C/360669835.c,360669835.c,263A,c,0,none,360669835.c
dataset/263A/263A-C/360669835_cheat_format.c,360669835_cheat_format.c,263A,c,1,format,360669835.c
dataset/263A/263A-C/360687299.c,360687299.c,263A,c,0,none,360687299.c
dataset/263A/263A-C/360687299_cheat_header.c,360687299_cheat_header.c,263A,c,1,header,360687299.c
dataset/263A/263A-C/360698719.c,360698719.c,263A,c,0,none,360698719.c
dataset/263A/263A-C/360698719_cheat_combo.c,360698719_cheat_combo.c,263A,c,1,combo,360698719.c
dataset/263A/263A-C++/360636115.cpp,360636115.cpp,263A,cpp,0,none,360636115.cpp
dataset/263A/263A-C++/360636115_cheat_comment.cpp,360636115_cheat_comment.cpp,263A,cpp,1,comment,360636115.cpp
dataset/263A/263A-C++/360641232.cpp,360641232.cpp,263A,cpp,0,none,360641232.cpp
dataset/263A/263A-C++/360641232_cheat_rename.cpp,360641232_cheat_rename.cpp,263A,cpp,1,rename,360641232.cpp
dataset/263A/263A-C++/360645065.cpp,360645065.cpp,263A,cpp,0,none,360645065.cpp
dataset/263A/263A-C++/360645065_cheat_format.cpp,360645065_cheat_format.cpp,263A,cpp,1,format,360645065.cpp
dataset/263A/263A-C++/360645382.cpp,360645382.cpp,263A,cpp,0,none,360645382.cpp
dataset/263A/263A-C++/360645382_cheat_header.cpp,360645382_cheat_header.cpp,263A,cpp,1,header,360645382.cpp
dataset/263A/263A-C++/360648004.cpp,360648004.cpp,263A,cpp,0,none,360648004.cpp
dataset/263A/263A-C++/360648004_cheat_combo.cpp,360648004_cheat_combo.cpp,263A,cpp,1,combo,360648004.cpp
dataset/263A/263A-Python/360627138.py,360627138.py,263A,python,0,none,360627138.py
dataset/263A/263A-Python/360627138_cheat_comment.py,360627138_cheat_comment.py,263A,python,1,comment,360627138.py
dataset/263A/263A-Python/360628251.py,360628251.py,263A,python,0,none,360628251.py
dataset/263A/263A-Python/360628251_cheat_rename.py,360628251_cheat_rename.py,263A,python,1,rename,360628251.py
dataset/263A/263A-Python/360630264.py,360630264.py,263A,python,0,none,360630264.py
dataset/263A/263A-Python/360630264_cheat_format.py,360630264_cheat_format.py,263A,python,1,format,360630264.py
dataset/263A/263A-Python/360634784.py,360634784.py,263A,python,0,none,360634784.py
dataset/263A/263A-Python/360634784_cheat_header.py,360634784_cheat_header.py,263A,python,1,header,360634784.py
dataset/263A/263A-Python/360641231.py,360641231.py,263A,python,0,none,360641231.py
dataset/263A/263A-Python/360641231_cheat_combo.py,360641231_cheat_combo.py,263A,python,1,combo,360641231.py
dataset/281A/281A-C/359656992.c,359656992.c,281A,c,0,none,359656992.c
dataset/281A/281A-C/359656992_cheat_comment.c,359656992_cheat_comment.c,281A,c,1,comment,359656992.c
dataset/281A/281A-C/360620246.c,360620246.c,281A,c,0,none,360620246.c
dataset/281A/281A-C/360620246_cheat_rename.c,360620246_cheat_rename.c,281A,c,1,rename,360620246.c
dataset/281A/281A-C/360623901.c,360623901.c,281A,c,0,none,360623901.c
dataset/281A/281A-C/360623901_cheat_format.c,360623901_cheat_format.c,281A,c,1,format,360623901.c
dataset/281A/281A-C/360634329.c,360634329.c,281A,c,0,none,360634329.c
dataset/281A/281A-C/360634329_cheat_header.c,360634329_cheat_header.c,281A,c,1,header,360634329.c
dataset/281A/281A-C/360670120.c,360670120.c,281A,c,0,none,360670120.c
dataset/281A/281A-C/360670120_cheat_combo.c,360670120_cheat_combo.c,281A,c,1,combo,360670120.c
dataset/281A/281A-C++/360636476.cpp,360636476.cpp,281A,cpp,0,none,360636476.cpp
dataset/281A/281A-C++/360636476_cheat_comment.cpp,360636476_cheat_comment.cpp,281A,cpp,1,comment,360636476.cpp
dataset/281A/281A-C++/360644607.cpp,360644607.cpp,281A,cpp,0,none,360644607.cpp
dataset/281A/281A-C++/360644607_cheat_rename.cpp,360644607_cheat_rename.cpp,281A,cpp,1,rename,360644607.cpp
dataset/281A/281A-C++/360646201.cpp,360646201.cpp,281A,cpp,0,none,360646201.cpp
dataset/281A/281A-C++/360646201_cheat_format.cpp,360646201_cheat_format.cpp,281A,cpp,1,format,360646201.cpp
dataset/281A/281A-C++/360646251.cpp,360646251.cpp,281A,cpp,0,none,360646251.cpp
dataset/281A/281A-C++/360646251_cheat_header.cpp,360646251_cheat_header.cpp,281A,cpp,1,header,360646251.cpp
dataset/281A/281A-C++/360647993.cpp,360647993.cpp,281A,cpp,0,none,360647993.cpp
dataset/281A/281A-C++/360647993_cheat_combo.cpp,360647993_cheat_combo.cpp,281A,cpp,1,combo,360647993.cpp
dataset/281A/281A-Python/360622053.py,360622053.py,281A,python,0,none,360622053.py
dataset/281A/281A-Python/360622053_cheat_comment.py,360622053_cheat_comment.py,281A,python,1,comment,360622053.py
dataset/281A/281A-Python/360622562.py,360622562.py,281A,python,0,none,360622562.py
dataset/281A/281A-Python/360622562_cheat_rename.py,360622562_cheat_rename.py,281A,python,1,rename,360622562.py
dataset/281A/281A-Python/360633476.py,360633476.py,281A,python,0,none,360633476.py
dataset/281A/281A-Python/360633476_cheat_format.py,360633476_cheat_format.py,281A,python,1,format,360633476.py
dataset/281A/281A-Python/360637011.py,360637011.py,281A,python,0,none,360637011.py
dataset/281A/281A-Python/360637011_cheat_header.py,360637011_cheat_header.py,281A,python,1,header,360637011.py
dataset/281A/281A-Python/360640808.py,360640808.py,281A,python,0,none,360640808.py
dataset/281A/281A-Python/360640808_cheat_combo.py,360640808_cheat_combo.py,281A,python,1,combo,360640808.py
dataset/282A/282A-C/360567221.c,360567221.c,282A,c,0,none,360567221.c
dataset/282A/282A-C/360567221_cheat_comment.c,360567221_cheat_comment.c,282A,c,1,comment,360567221.c
dataset/282A/282A-C/360630887.c,360630887.c,282A,c,0,none,360630887.c
dataset/282A/282A-C/360630887_cheat_rename.c,360630887_cheat_rename.c,282A,c,1,rename,360630887.c
dataset/282A/282A-C/360634032.c,360634032.c,282A,c,0,none,360634032.c
dataset/282A/282A-C/360634032_cheat_format.c,360634032_cheat_format.c,282A,c,1,format,360634032.c
dataset/282A/282A-C/360635216.c,360635216.c,282A,c,0,none,360635216.c
dataset/282A/282A-C/360635216_cheat_header.c,360635216_cheat_header.c,282A,c,1,header,360635216.c
dataset/282A/282A-C/360646971.c,360646971.c,282A,c,0,none,360646971.c
dataset/282A/282A-C/360646971_cheat_combo.c,360646971_cheat_combo.c,282A,c,1,combo,360646971.c
dataset/282A/282A-C++/360565239.cpp,360565239.cpp,282A,cpp,0,none,360565239.cpp
dataset/282A/282A-C++/360565239_cheat_comment.cpp,360565239_cheat_comment.cpp,282A,cpp,1,comment,360565239.cpp
dataset/282A/282A-C++/360567451.cpp,360567451.cpp,282A,cpp,0,none,360567451.cpp
dataset/282A/282A-C++/360567451_cheat_rename.cpp,360567451_cheat_rename.cpp,282A,cpp,1,rename,360567451.cpp
dataset/282A/282A-C++/360587121.cpp,360587121.cpp,282A,cpp,0,none,360587121.cpp
dataset/282A/282A-C++/360587121_cheat_format.cpp,360587121_cheat_format.cpp,282A,cpp,1,format,360587121.cpp
dataset/282A/282A-C++/360587609.cpp,360587609.cpp,282A,cpp,0,none,360587609.cpp
dataset/282A/282A-C++/360587609_cheat_header.cpp,360587609_cheat_header.cpp,282A,cpp,1,header,360587609.cpp
dataset/282A/282A-C++/360592412.cpp,360592412.cpp,282A,cpp,0,none,360592412.cpp
dataset/282A/282A-C++/360592412_cheat_combo.cpp,360592412_cheat_combo.cpp,282A,cpp,1,combo,360592412.cpp
dataset/282A/282A-Python/360626074.py,360626074.py,282A,python,0,none,360626074.py
dataset/282A/282A-Python/360626074_cheat_comment.py,360626074_cheat_comment.py,282A,python,1,comment,360626074.py
dataset/282A/282A-Python/360638583.py,360638583.py,282A,python,0,none,360638583.py
dataset/282A/282A-Python/360638583_cheat_rename.py,360638583_cheat_rename.py,282A,python,1,rename,360638583.py
dataset/282A/282A-Python/360639994.py,360639994.py,282A,python,0,none,360639994.py
dataset/282A/282A-Python/360639994_cheat_format.py,360639994_cheat_format.py,282A,python,1,format,360639994.py
dataset/282A/282A-Python/360645626.py,360645626.py,282A,python,0,none,360645626.py
dataset/282A/282A-Python/360645626_cheat_header.py,360645626_cheat_header.py,282A,python,1,header,360645626.py
dataset/282A/282A-Python/360668226.py,360668226.py,282A,python,0,none,360668226.py
dataset/282A/282A-Python/360668226_cheat_combo.py,360668226_cheat_combo.py,282A,python,1,combo,360668226.py
dataset/4A/4A-C/360559661.c,360559661.c,4A,c,0,none,360559661.c
dataset/4A/4A-C/360559661_cheat_comment.c,360559661_cheat_comment.c,4A,c,1,comment,360559661.c
dataset/4A/4A-C/360561260.c,360561260.c,4A,c,0,none,360561260.c
dataset/4A/4A-C/360561260_cheat_rename.c,360561260_cheat_rename.c,4A,c,1,rename,360561260.c
dataset/4A/4A-C/360565210.c,360565210.c,4A,c,0,none,360565210.c
dataset/4A/4A-C/360565210_cheat_format.c,360565210_cheat_format.c,4A,c,1,format,360565210.c
dataset/4A/4A-C/360641077.c,360641077.c,4A,c,0,none,360641077.c
dataset/4A/4A-C/360641077_cheat_header.c,360641077_cheat_header.c,4A,c,1,header,360641077.c
dataset/4A/4A-C/360641766.c,360641766.c,4A,c,0,none,360641766.c
dataset/4A/4A-C/360641766_cheat_combo.c,360641766_cheat_combo.c,4A,c,1,combo,360641766.c
dataset/4A/4A-C++/360582672.cpp,360582672.cpp,4A,cpp,0,none,360582672.cpp
dataset/4A/4A-C++/360582672_cheat_comment.cpp,360582672_cheat_comment.cpp,4A,cpp,1,comment,360582672.cpp
dataset/4A/4A-C++/360583459.cpp,360583459.cpp,4A,cpp,0,none,360583459.cpp
dataset/4A/4A-C++/360583459_cheat_rename.cpp,360583459_cheat_rename.cpp,4A,cpp,1,rename,360583459.cpp
dataset/4A/4A-C++/360586102.cpp,360586102.cpp,4A,cpp,0,none,360586102.cpp
dataset/4A/4A-C++/360586102_cheat_format.cpp,360586102_cheat_format.cpp,4A,cpp,1,format,360586102.cpp
dataset/4A/4A-C++/360587095.cpp,360587095.cpp,4A,cpp,0,none,360587095.cpp
dataset/4A/4A-C++/360587095_cheat_header.cpp,360587095_cheat_header.cpp,4A,cpp,1,header,360587095.cpp
dataset/4A/4A-C++/360588913.cpp,360588913.cpp,4A,cpp,0,none,360588913.cpp
dataset/4A/4A-C++/360588913_cheat_combo.cpp,360588913_cheat_combo.cpp,4A,cpp,1,combo,360588913.cpp
dataset/4A/4A-Python/360576345.py,360576345.py,4A,python,0,none,360576345.py
dataset/4A/4A-Python/360576345_cheat_comment.py,360576345_cheat_comment.py,4A,python,1,comment,360576345.py
dataset/4A/4A-Python/360576754.py,360576754.py,4A,python,0,none,360576754.py
dataset/4A/4A-Python/360576754_cheat_rename.py,360576754_cheat_rename.py,4A,python,1,rename,360576754.py
dataset/4A/4A-Python/360587507.py,360587507.py,4A,python,0,none,360587507.py
dataset/4A/4A-Python/360587507_cheat_format.py,360587507_cheat_format.py,4A,python,1,format,360587507.py
dataset/4A/4A-Python/360641783.py,360641783.py,4A,python,0,none,360641783.py
dataset/4A/4A-Python/360641783_cheat_header.py,360641783_cheat_header.py,4A,python,1,header,360641783.py
dataset/4A/4A-Python/360643870.py,360643870.py,4A,python,0,none,360643870.py
dataset/4A/4A-Python/360643870_cheat_combo.py,360643870_cheat_combo.py,4A,python,1,combo,360643870.py
dataset/50A/50A-C/360087148.c,360087148.c,50A,c,0,none,360087148.c
dataset/50A/50A-C/360087148_cheat_comment.c,360087148_cheat_comment.c,50A,c,1,comment,360087148.c
dataset/50A/50A-C/360549037.c,360549037.c,50A,c,0,none,360549037.c
dataset/50A/50A-C/360549037_cheat_rename.c,360549037_cheat_rename.c,50A,c,1,rename,360549037.c
dataset/50A/50A-C/360604153.c,360604153.c,50A,c,0,none,360604153.c
dataset/50A/50A-C/360604153_cheat_format.c,360604153_cheat_format.c,50A,c,1,format,360604153.c
dataset/50A/50A-C/360635874.c,360635874.c,50A,c,0,none,360635874.c
dataset/50A/50A-C/360635874_cheat_header.c,360635874_cheat_header.c,50A,c,1,header,360635874.c
dataset/50A/50A-C/360689578.c,360689578.c,50A,c,0,none,360689578.c
dataset/50A/50A-C/360689578_cheat_combo.c,360689578_cheat_combo.c,50A,c,1,combo,360689578.c
dataset/50A/50A-C++/360642582.cpp,360642582.cpp,50A,cpp,0,none,360642582.cpp
dataset/50A/50A-C++/360642582_cheat_comment.cpp,360642582_cheat_comment.cpp,50A,cpp,1,comment,360642582.cpp
dataset/50A/50A-C++/360643763.cpp,360643763.cpp,50A,cpp,0,none,360643763.cpp
dataset/50A/50A-C++/360643763_cheat_rename.cpp,360643763_cheat_rename.cpp,50A,cpp,1,rename,360643763.cpp
dataset/50A/50A-C++/360645853.cpp,360645853.cpp,50A,cpp,0,none,360645853.cpp
dataset/50A/50A-C++/360645853_cheat_format.cpp,360645853_cheat_format.cpp,50A,cpp,1,format,360645853.cpp
dataset/50A/50A-C++/360647278.cpp,360647278.cpp,50A,cpp,0,none,360647278.cpp
dataset/50A/50A-C++/360647278_cheat_header.cpp,360647278_cheat_header.cpp,50A,cpp,1,header,360647278.cpp
dataset/50A/50A-C++/360647840.cpp,360647840.cpp,50A,cpp,0,none,360647840.cpp
dataset/50A/50A-C++/360647840_cheat_combo.cpp,360647840_cheat_combo.cpp,50A,cpp,1,combo,360647840.cpp
dataset/50A/50A-Python/360624338.py,360624338.py,50A,python,0,none,360624338.py
dataset/50A/50A-Python/360624338_cheat_comment.py,360624338_cheat_comment.py,50A,python,1,comment,360624338.py
dataset/50A/50A-Python/360627256.py,360627256.py,50A,python,0,none,360627256.py
dataset/50A/50A-Python/360627256_cheat_rename.py,360627256_cheat_rename.py,50A,python,1,rename,360627256.py
dataset/50A/50A-Python/360627627.py,360627627.py,50A,python,0,none,360627627.py
dataset/50A/50A-Python/360627627_cheat_format.py,360627627_cheat_format.py,50A,python,1,format,360627627.py
dataset/50A/50A-Python/360628426.py,360628426.py,50A,python,0,none,360628426.py
dataset/50A/50A-Python/360628426_cheat_header.py,360628426_cheat_header.py,50A,python,1,header,360628426.py
dataset/50A/50A-Python/360634289.py,360634289.py,50A,python,0,none,360634289.py
dataset/50A/50A-Python/360634289_cheat_combo.py,360634289_cheat_combo.py,50A,python,1,combo,360634289.py
dataset/71A/71A-C/360506472.c,360506472.c,71A,c,0,none,360506472.c
dataset/71A/71A-C/360506472_cheat_comment.c,360506472_cheat_comment.c,71A,c,1,comment,360506472.c
dataset/71A/71A-C/360643322.c,360643322.c,71A,c,0,none,360643322.c
dataset/71A/71A-C/360643322_cheat_rename.c,360643322_cheat_rename.c,71A,c,1,rename,360643322.c
dataset/71A/71A-C/360660853.c,360660853.c,71A,c,0,none,360660853.c
dataset/71A/71A-C/360660853_cheat_format.c,360660853_cheat_format.c,71A,c,1,format,360660853.c
dataset/71A/71A-C/360662342.c,360662342.c,71A,c,0,none,360662342.c
dataset/71A/71A-C/360662342_cheat_header.c,360662342_cheat_header.c,71A,c,1,header,360662342.c
dataset/71A/71A-C/360666968.c,360666968.c,71A,c,0,none,360666968.c
dataset/71A/71A-C/360666968_cheat_combo.c,360666968_cheat_combo.c,71A,c,1,combo,360666968.c
dataset/71A/71A-C++/360542395.cpp,360542395.cpp,71A,cpp,0,none,360542395.cpp
dataset/71A/71A-C++/360542395_cheat_comment.cpp,360542395_cheat_comment.cpp,71A,cpp,1,comment,360542395.cpp
dataset/71A/71A-C++/360562026.cpp,360562026.cpp,71A,cpp,0,none,360562026.cpp
